# Static-research candidates; verifyMinecraftAbi must confirm these in resolved bytecode.
# owner<TAB>M or F<TAB>member<TAB>JVM descriptor
net/minecraft/client/renderer/chunk/SectionRenderDispatcher	M	getRenderSectionSlice	(Lnet/minecraft/client/renderer/chunk/SectionMesh;Lnet/minecraft/client/renderer/chunk/ChunkSectionLayer;)Lnet/minecraft/client/renderer/chunk/SectionRenderDispatcher$RenderSectionBufferSlice;
net/minecraft/client/renderer/chunk/SectionRenderDispatcher	M	lock	()V
net/minecraft/client/renderer/chunk/SectionRenderDispatcher	M	unlock	()V
net/minecraft/client/renderer/chunk/SectionRenderDispatcher$RenderSection	M	getSectionMesh	()Lnet/minecraft/client/renderer/chunk/SectionMesh;
net/minecraft/client/renderer/chunk/SectionRenderDispatcher$RenderSectionBufferSlice	M	vertexBuffer	()Lcom/mojang/renderpearl/api/buffers/GpuBuffer;
net/minecraft/client/renderer/chunk/SectionRenderDispatcher$RenderSectionBufferSlice	M	vertexBufferOffset	()J
net/minecraft/client/renderer/chunk/SectionMesh	M	getSectionDraw	(Lnet/minecraft/client/renderer/chunk/ChunkSectionLayer;)Lnet/minecraft/client/renderer/chunk/SectionMesh$SectionDraw;
net/minecraft/client/renderer/chunk/ChunkSectionLayer	M	vertexFormat	()Lcom/mojang/renderpearl/api/vertex/VertexFormat;
com/mojang/renderpearl/backend/vulkan/VulkanGpuBuffer	M	vkBuffer	()J
net/minecraft/client/renderer/LevelRenderer	M	extractSectionDrawGroups	(ZLjava/util/List;Ljava/util/Map;)I
net/minecraft/client/renderer/LevelRenderer	F	gameRenderer	Lnet/minecraft/client/renderer/GameRenderer;
net/minecraft/client/renderer/LevelRenderer	F	sectionRenderDispatcher	Lnet/minecraft/client/renderer/chunk/SectionRenderDispatcher;
net/minecraft/client/renderer/chunk/CompiledSectionMesh	M	isVertexBufferUploaded	(Lnet/minecraft/client/renderer/chunk/ChunkSectionLayer;)Z
net/minecraft/client/renderer/chunk/CompiledSectionMesh	M	isIndexBufferUploaded	(Lnet/minecraft/client/renderer/chunk/ChunkSectionLayer;)Z
net/minecraft/client/renderer/chunk/ChunkSectionLayer	M	pipeline	(Z)Lcom/mojang/renderpearl/api/pipeline/RenderPipeline;
com/mojang/renderpearl/api/pipeline/RenderPipeline	M	getVertexFormatBinding	(I)Lcom/mojang/renderpearl/api/vertex/VertexFormat;
net/minecraft/client/renderer/chunk/ChunkSectionsToRender	M	renderGroup	(Lnet/minecraft/client/renderer/chunk/ChunkSectionLayerGroup;Lcom/mojang/renderpearl/api/commands/RenderPass;Lcom/mojang/renderpearl/api/textures/GpuSampler;Lcom/mojang/renderpearl/api/textures/GpuTextureView;Z)V
net/minecraft/client/renderer/chunk/ChunkSectionLayerGroup	F	OPAQUE	Lnet/minecraft/client/renderer/chunk/ChunkSectionLayerGroup;
com/mojang/renderpearl/backend/vulkan/VulkanGpuTextureView	M	texture	()Lcom/mojang/renderpearl/backend/vulkan/VulkanGpuTexture;
com/mojang/renderpearl/backend/vulkan/VulkanGpuTextureView	M	isClosed	()Z
com/mojang/renderpearl/backend/vulkan/VulkanGpuSampler	M	vkSampler	()J
com/mojang/renderpearl/backend/vulkan/VulkanGpuSampler	M	isClosed	()Z
com/mojang/renderpearl/api/textures/GpuTextureView	M	getWidth	(I)I
com/mojang/renderpearl/api/textures/GpuTextureView	M	getHeight	(I)I
com/mojang/renderpearl/api/textures/GpuTextureView	M	baseMipLevel	()I
com/mojang/renderpearl/api/textures/GpuTextureView	M	mipLevels	()I
com/mojang/renderpearl/api/textures/GpuTexture	M	getLabel	()Ljava/lang/String;
com/mojang/renderpearl/api/textures/GpuTexture	M	getMipLevels	()I
com/mojang/renderpearl/api/textures/GpuTexture	M	getFormat	()Lcom/mojang/renderpearl/api/GpuFormat;
com/mojang/renderpearl/api/textures/GpuTexture	M	getWidth	(I)I
com/mojang/renderpearl/api/textures/GpuTexture	M	getHeight	(I)I
com/mojang/renderpearl/api/textures/GpuSampler	M	getMinFilter	()Lcom/mojang/renderpearl/api/textures/FilterMode;
com/mojang/renderpearl/api/textures/GpuSampler	M	getMagFilter	()Lcom/mojang/renderpearl/api/textures/FilterMode;
com/mojang/renderpearl/api/textures/GpuSampler	M	getAddressModeU	()Lcom/mojang/renderpearl/api/textures/AddressMode;
com/mojang/renderpearl/api/textures/GpuSampler	M	getAddressModeV	()Lcom/mojang/renderpearl/api/textures/AddressMode;
com/mojang/renderpearl/api/textures/GpuSampler	M	getMaxAnisotropy	()I
com/mojang/renderpearl/api/textures/GpuSampler	M	getMaxLod	()Ljava/util/OptionalDouble;
net/minecraft/client/renderer/state/WindowRenderState	F	width	I
net/minecraft/client/renderer/state/WindowRenderState	F	height	I

# Coplanar overlay compute uses the SAME vanilla graphics queue; CPU tint probe only observes prepared quads.
com/mojang/renderpearl/backend/vulkan/VulkanQueue	M	queueFamilyIndex	()I
net/minecraft/client/renderer/block/ModelBlockRenderer	M	putQuadWithTint	(Lnet/minecraft/client/renderer/block/BlockQuadOutput;FFFLnet/minecraft/client/renderer/block/BlockAndTintGetter;Lnet/minecraft/world/level/block/state/BlockState;Lnet/minecraft/core/BlockPos;Lnet/minecraft/client/resources/model/geometry/BakedQuad;)V
net/minecraft/client/renderer/block/ModelBlockRenderer	F	tintCacheValue	I
net/minecraft/client/renderer/block/ModelBlockRenderer	F	quadInstance	Lcom/mojang/blaze3d/vertex/QuadInstance;
net/minecraft/client/renderer/block/BlockQuadOutput	M	put	(FFFLnet/minecraft/client/resources/model/geometry/BakedQuad;Lcom/mojang/blaze3d/vertex/QuadInstance;)V
com/mojang/blaze3d/vertex/QuadInstance	M	getColor	(I)I
net/minecraft/client/resources/model/geometry/BakedQuad	M	packedUV	(I)J
net/minecraft/client/resources/model/geometry/BakedQuad	M	direction	()Lnet/minecraft/core/Direction;
net/minecraft/client/resources/model/geometry/BakedQuad	M	materialInfo	()Lnet/minecraft/client/resources/model/geometry/BakedQuad$MaterialInfo;
net/minecraft/client/resources/model/geometry/BakedQuad$MaterialInfo	M	isTinted	()Z
net/minecraft/client/resources/model/geometry/BakedQuad$MaterialInfo	M	layer	()Lnet/minecraft/client/renderer/chunk/ChunkSectionLayer;
net/minecraft/client/resources/model/geometry/BakedQuad$MaterialInfo	M	tintIndex	()I
net/minecraft/client/resources/model/geometry/BakedQuad$MaterialInfo	M	sprite	()Lnet/minecraft/client/renderer/texture/TextureAtlasSprite;
net/minecraft/client/renderer/texture/TextureAtlasSprite	M	contents	()Lnet/minecraft/client/renderer/texture/SpriteContents;
net/minecraft/client/renderer/texture/SpriteContents	M	name	()Lnet/minecraft/resources/Identifier;
net/minecraft/client/model/geom/builders/UVPair	M	unpackU	(J)F
net/minecraft/client/model/geom/builders/UVPair	M	unpackV	(J)F

# Full CUTOUT: same extraction path, actual layer/group/pipelines; no CUTOUT_MIPPED layer in 26.3.
net/minecraft/client/renderer/chunk/ChunkSectionLayer	F	CUTOUT	Lnet/minecraft/client/renderer/chunk/ChunkSectionLayer;
net/minecraft/client/renderer/chunk/ChunkSectionLayer	M	byTransparency	(Lcom/mojang/blaze3d/platform/Transparency;)Lnet/minecraft/client/renderer/chunk/ChunkSectionLayer;
net/minecraft/client/renderer/chunk/ChunkSectionLayerGroup	M	layers	()[Lnet/minecraft/client/renderer/chunk/ChunkSectionLayer;
net/minecraft/client/renderer/RenderPipelines	F	CUTOUT_TERRAIN	Lcom/mojang/renderpearl/api/pipeline/RenderPipeline;
net/minecraft/client/renderer/RenderPipelines	F	CUTOUT_TERRAIN_MULTIDRAW	Lcom/mojang/renderpearl/api/pipeline/RenderPipeline;
com/mojang/renderpearl/api/pipeline/RenderPipeline	M	isCull	()Z
net/minecraft/client/renderer/texture/SpriteContents	M	transparency	()Lcom/mojang/blaze3d/platform/Transparency;

# TRANSLUCENT: original sorted index slices and emitted fluid attributes (0.8.0).
net/minecraft/client/renderer/chunk/ChunkSectionLayer	F	TRANSLUCENT	Lnet/minecraft/client/renderer/chunk/ChunkSectionLayer;
net/minecraft/client/renderer/chunk/CompiledSectionMesh	M	getTransparencyState	()Lcom/mojang/blaze3d/vertex/MeshData$SortState;
com/mojang/blaze3d/vertex/MeshData$SortState	M	centroids	()Lcom/mojang/blaze3d/vertex/CompactVectorArray;
com/mojang/blaze3d/vertex/MeshData$SortState	M	indexType	()Lcom/mojang/renderpearl/api/pipeline/IndexType;
com/mojang/blaze3d/vertex/CompactVectorArray	M	size	()I
com/mojang/renderpearl/api/pipeline/IndexType	F	bytes	I
net/minecraft/client/renderer/chunk/SectionRenderDispatcher$RenderSectionBufferSlice	M	indexBuffer	()Lcom/mojang/renderpearl/api/buffers/GpuBuffer;
net/minecraft/client/renderer/chunk/SectionRenderDispatcher$RenderSectionBufferSlice	M	indexBufferOffset	()J
net/minecraft/client/renderer/chunk/SectionMesh$SectionDraw	M	indexType	()Lcom/mojang/renderpearl/api/pipeline/IndexType;
net/minecraft/client/renderer/block/FluidRenderer	F	fluidModels	Lnet/minecraft/client/renderer/block/FluidStateModelSet;
net/minecraft/client/renderer/block/FluidRenderer	M	tesselate	(Lnet/minecraft/client/renderer/block/BlockAndTintGetter;Lnet/minecraft/core/BlockPos;Lnet/minecraft/client/renderer/block/FluidRenderer$Output;Lnet/minecraft/world/level/block/state/BlockState;Lnet/minecraft/world/level/material/FluidState;)V
net/minecraft/client/renderer/block/FluidRenderer	M	vertex	(Lcom/mojang/blaze3d/vertex/VertexConsumer;FFFIFFI)V
net/minecraft/client/renderer/block/FluidStateModelSet	M	get	(Lnet/minecraft/world/level/material/FluidState;)Lnet/minecraft/client/renderer/block/FluidModel;
net/minecraft/client/renderer/block/FluidModel	M	layer	()Lnet/minecraft/client/renderer/chunk/ChunkSectionLayer;
net/minecraft/client/renderer/RenderPipelines	F	TRANSLUCENT_TERRAIN	Lcom/mojang/renderpearl/api/pipeline/RenderPipeline;
net/minecraft/client/renderer/RenderPipelines	F	TRANSLUCENT_TERRAIN_MULTIDRAW	Lcom/mojang/renderpearl/api/pipeline/RenderPipeline;

# Entity normal feature pipeline, 26.3. No SectionMesh assumptions.
net/minecraft/client/renderer/entity/EntityRenderer	M	extractRenderState	(Lnet/minecraft/world/entity/Entity;Lnet/minecraft/client/renderer/entity/state/EntityRenderState;F)V
net/minecraft/client/renderer/entity/EntityRenderDispatcher	M	submit	(Lnet/minecraft/client/renderer/entity/state/EntityRenderState;Lnet/minecraft/client/renderer/state/level/CameraRenderState;DDDLcom/mojang/blaze3d/vertex/PoseStack;Lnet/minecraft/client/renderer/SubmitNodeCollector;)V
net/minecraft/client/model/geom/ModelPart	M	compile	(Lcom/mojang/blaze3d/vertex/PoseStack$Pose;Lcom/mojang/blaze3d/vertex/VertexConsumer;III)V
net/minecraft/client/model/geom/ModelPart	F	cubes	Ljava/util/List;
net/minecraft/client/renderer/feature/ModelFeatureRenderer	M	prepareModel	(Lnet/minecraft/client/renderer/feature/ModelFeatureRenderer$Submit;)V
net/minecraft/client/renderer/feature/ItemFeatureRenderer	M	prepareSubmit	(Lnet/minecraft/client/renderer/feature/ItemFeatureRenderer$Submit;)V
net/minecraft/client/renderer/feature/ItemFeatureRenderer	M	prepareMainSubmit	(Lnet/minecraft/client/renderer/feature/ItemFeatureRenderer$Submit;)V
net/minecraft/client/renderer/feature/MovingBlockFeatureRenderer	M	buildGroup	(Lnet/minecraft/client/renderer/feature/FeatureFrameContext;Ljava/util/List;)V
net/minecraft/client/renderer/feature/MovingBlockFeatureRenderer	M	putBakedQuad	(Lcom/mojang/blaze3d/vertex/PoseStack;FFFLnet/minecraft/client/resources/model/geometry/BakedQuad;Lcom/mojang/blaze3d/vertex/QuadInstance;Lnet/minecraft/client/renderer/chunk/ChunkSectionLayer;I)V
net/minecraft/client/renderer/feature/RenderTypeFeatureRenderer	M	getVertexBuilder	(Lnet/minecraft/client/renderer/rendertype/RenderType;)Lcom/mojang/blaze3d/vertex/VertexConsumer;
net/minecraft/client/renderer/StagedVertexBuffer	F	draws	Ljava/util/List;
net/minecraft/client/renderer/StagedVertexBuffer	M	getVertexBuilder	(Lnet/minecraft/client/renderer/StagedVertexBuffer$Draw;)Lcom/mojang/blaze3d/vertex/VertexConsumer;
net/minecraft/client/renderer/StagedVertexBuffer	M	uploadDrawsToBuffers	(Lcom/mojang/renderpearl/api/device/GpuDevice;Ljava/util/List;Lcom/mojang/renderpearl/api/buffers/GpuBuffer;Lcom/mojang/renderpearl/api/buffers/GpuBuffer;II)V
net/minecraft/client/renderer/StagedVertexBuffer$Draw	F	vertexOffset	I
net/minecraft/client/renderer/StagedVertexBuffer$Draw	F	vertexCount	I
net/minecraft/client/renderer/StagedVertexBuffer$Draw	F	format	Lcom/mojang/renderpearl/api/vertex/VertexFormat;
net/minecraft/client/renderer/StagedVertexBuffer$Draw	F	primitiveTopology	Lcom/mojang/renderpearl/api/pipeline/PrimitiveTopology;
com/mojang/blaze3d/vertex/BufferBuilder	F	vertices	I
com/mojang/blaze3d/vertex/VertexConsumer	M	putBakedQuad	(Lcom/mojang/blaze3d/vertex/PoseStack$Pose;Lnet/minecraft/client/resources/model/geometry/BakedQuad;Lcom/mojang/blaze3d/vertex/QuadInstance;)V
net/minecraft/client/renderer/rendertype/RenderType	M	prepare	()Lnet/minecraft/client/renderer/rendertype/PreparedRenderType;
net/minecraft/client/renderer/rendertype/PreparedRenderType	M	draw	(Lnet/minecraft/client/renderer/StagedVertexBuffer$ExecuteInfo;Lcom/mojang/renderpearl/api/commands/RenderPass;Lcom/mojang/renderpearl/api/pipeline/RenderPipeline;)V
com/mojang/blaze3d/systems/RenderSystem	F	isRenderingLevel	Z
net/minecraft/client/renderer/feature/ModelFeatureRenderer$Submit	M	<init>	(Lnet/minecraft/client/renderer/rendertype/RenderType;Lcom/mojang/blaze3d/vertex/PoseStack$Pose;Lnet/minecraft/client/model/Model;Ljava/lang/Object;IIILnet/minecraft/client/renderer/texture/UvMapping;Lcom/mojang/blaze3d/vertex/PoseStack$Pose;)V
net/minecraft/client/renderer/feature/ItemFeatureRenderer$Submit	M	<init>	(Lcom/mojang/blaze3d/vertex/PoseStack$Pose;Lnet/minecraft/world/item/ItemDisplayContext;III[ILjava/util/List;Lnet/minecraft/client/renderer/item/ItemStackRenderState$FoilType;)V
net/minecraft/client/renderer/feature/MovingBlockFeatureRenderer$Submit	M	<init>	(Lorg/joml/Matrix4fc;Lnet/minecraft/client/renderer/block/MovingBlockRenderState;IZ)V
